feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,gesture_class
0.10221327231191515,0.16065631209605108,0.17899782759493651,0.19794360850668524,0.06908615567222115,0.06127148200324783,0.042685466355602414,0
0.10067009879897981,0.14940821007166946,0.16483287135301347,0.15928144973474553,0.05936270502267546,0.05061512462303651,0.043198044261930656,0
0.0951770514030417,0.13330695304844,0.13356971509073354,0.12360110192606624,0.041982216377441164,0.027069790303787308,0.02926008243546162,0
0.08972013352817577,0.131165223185846,0.13249942620854943,0.12004051516393965,0.042771912036253294,0.02492784954545194,0.028409536028139323,0
0.09935300451302333,0.15886333882347053,0.16980799083016465,0.16956878880465717,0.06596158143276783,0.05028694482706461,0.03728601351810334,0
0.11994802121811401,0.18723272269454705,0.20971724419886242,0.23205159681497273,0.07582783184892425,0.06349729192699285,0.04412685116884988,0
0.1450655897570119,0.21678429829735996,0.24376192705573854,0.26956344772513374,0.0807108014311276,0.06864271971283022,0.050335607498813,0
0.15877439175938093,0.23285575925995308,0.25757022575478916,0.2796073359272076,0.08442836922245771,0.07173999178826315,0.05016056780853394,0
0.16320249938275044,0.23842133222088227,0.2616271435719287,0.28125587574244004,0.0852559754574072,0.07257036556949477,0.04569602211811114,0
0.11932069107032205,0.18519969216602244,0.2013032722166281,0.19899020642622622,0.07162249833310382,0.06008191273494391,0.03619295704096664,0
0.09095192310265839,0.1446344122905018,0.12921085458978507,0.10475286770529114,0.056330226300246464,0.04868360409902726,0.04610052773069298,0
0.01300527895002424,0.029525724548936958,0.042556255812760485,0.057999559683693115,0.024412326768232292,0.032916767782227296,0.014258692991330141,0
0.007014060798608538,0.0282628913874463,0.04419176163649506,0.06181875107928823,0.02466501738618729,0.02811931208047538,0.01654061028313865,0
0.02353364136856997,0.039676765910908775,0.05524867456430414,0.07168875923904948,0.01779251919145805,0.03804684141612693,0.017857527046303612,0
0.1226444906501901,0.19052562363570763,0.20580838007844515,0.21477023192513156,0.07514391654287984,0.06353139158731261,0.03390522659072742,0
0.13068529598695303,0.19775084608891413,0.21850919538216285,0.22819667963678886,0.07666034820900273,0.06657078816979568,0.039221313012072816,0
0.13204987507500357,0.1997517889176027,0.21840046610403843,0.2301223470033405,0.07721106139752815,0.06690605115344107,0.041137249947406376,0
0.12771577239141751,0.19412733530210974,0.21449547181040557,0.22831360380519647,0.07403534850530682,0.06326386713273083,0.040224698156582896,0
0.11085539165563305,0.17801053066516537,0.19450132148662894,0.2037155706453311,0.06839851367424336,0.05482769890889067,0.029270596770019603,0
0.07071688425379961,0.1197526921523901,0.13321426600956643,0.1556739630844473,0.05799749562205848,0.05130115367504471,0.026755493726372332,0
0.0685928390731259,0.08238327614015785,0.095307994670201,0.10587991128251506,0.015156544716483622,0.01215170567121629,0.013899601498749,0
0.07359179974895837,0.07927500395723097,0.09413037717659917,0.10454707639038197,0.009712022470525782,0.017295825896057365,0.01595407337339395,0
0.06492040340278794,0.0649563449295907,0.08068844625373237,0.09672938144080459,0.011195336670785686,0.02110223515861867,0.01590448820272982,0
0.04090237583165182,0.048044751828548005,0.0621132381502212,0.07571373165100859,0.019660573840427607,0.015364390537437345,0.020949996246589518,0
0.08639477314526074,0.09344461304646771,0.08512432549657065,0.06626620000112605,0.01582568660714376,0.024805237928677025,0.020336683988823073,0
0.11641413644478917,0.17254538877708825,0.16790081689563685,0.14684742587634683,0.0595883749747468,0.04376250688946809,0.031488031515063415,0
0.12316594209008747,0.1875752121947908,0.19661995409655017,0.18695023419361914,0.0694440574434091,0.05150950437581806,0.027169553772001778,0
0.12196606118439252,0.1891687695502639,0.2077507558199063,0.21436672823163666,0.07307997259789212,0.058210897759341414,0.036592252720660565,0
0.10861040803144234,0.17089519364674663,0.18821545780889387,0.2085612215038389,0.07011087377021408,0.05926192919456588,0.03877985850992012,0
0.11394183228328818,0.16249884238643886,0.17615313162484889,0.19681930423988606,0.05590537850288445,0.050995629713650965,0.04418091805107126,0
0.11311621274773452,0.15904195340979663,0.16598141668547925,0.18706865761564684,0.05437750347845504,0.05073591397290126,0.04446978357574298,0
0.11606285397757533,0.16613876135215633,0.1678313568527061,0.19049910828940744,0.055081990747213705,0.04973781531444883,0.04852173058247658,0
0.12318722842572197,0.19248618697570272,0.2142307193721924,0.22855649814894502,0.07886806780768575,0.06582240936198416,0.04761854975026783,0
0.1269044037924749,0.19363719948486804,0.20756839265940608,0.212130402969311,0.07391257350327707,0.055873620521922754,0.04175868128116028,0
0.13016118704608282,0.1725622596109614,0.17720661326627807,0.14426342506126993,0.04776084456695272,0.030163197607884853,0.03177436202997241,0
0.13125755036015488,0.1570652232134231,0.1504120497741482,0.11138400001410169,0.027434573552152963,0.019459564477147407,0.03069534843372664,0
0.13015441829164875,0.1764958366820528,0.17979812413352086,0.1750996627949102,0.050222278386317765,0.026244630596413812,0.045036105813381674,0
0.13114747842812327,0.18031566725223092,0.18857608026504788,0.18240425049709696,0.05985186411962453,0.046041033447442516,0.04975383013715298,0
0.12933209721609662,0.17952985999916735,0.18390459583372556,0.17997134135186135,0.06396362377211348,0.052373891338435154,0.05179134785704429,0
0.12171638246201325,0.16931556955042892,0.16902805757806494,0.165525244245129,0.06593372138704699,0.059520284913921695,0.055341601450573846,0
0.11718404206405166,0.15244020126939906,0.14948538206862727,0.14739716413993098,0.059582006476030853,0.06027628424752913,0.05391691195245214,0
0.12127156684377434,0.14584576349747108,0.13681664817879077,0.14355619436412576,0.05171423741960572,0.05445325386674314,0.05794474931341242,0
0.11567704522844095,0.13344260552870404,0.12523455798254207,0.1401247645677871,0.041131916793967965,0.04518116215552593,0.05540475757937117,0
0.0777212874388543,0.11631756546117997,0.12370067369510201,0.12795138229357766,0.038741254903685546,0.02281216902453877,0.044245253607146574,0
0.08335036628856746,0.118458744304736,0.1221307447444102,0.11353670165406071,0.03561108317103268,0.013001690183320012,0.03468003744788674,0
0.09824471410404896,0.1214847487177765,0.1236583076703732,0.09599878710631714,0.02447977681010969,0.02083737297471855,0.013944908255339077,0
0.08373403670882597,0.14555531426205537,0.16058488918590574,0.1439175234710126,0.06755716011978373,0.05017525045961904,0.026638801783908376,0
0.07750121675764682,0.1292967539060527,0.14769183178674591,0.1424128008391269,0.05766344306997094,0.0452260371574551,0.03160068576098896,0
0.06037463708904702,0.09154694129941034,0.10213498998886694,0.09524842864192326,0.036424139347559205,0.026212944606854072,0.023071399061490805,0
0.06702962061966806,0.10081699946978982,0.10876799652700808,0.10262227059145285,0.03478045528154892,0.022408355683888513,0.020709240598395504,0
0.09215574559871965,0.1537502472200732,0.17083236694281692,0.16766181395730326,0.06272708562440964,0.04444301113690945,0.031246389905415763,0
0.1407912871842457,0.2131320381323248,0.2344206259144354,0.24968012428466038,0.07979221142137444,0.06557773137097613,0.04360262666409144,0
0.1459818902161928,0.22150763987309322,0.24007964827413442,0.25196743415736944,0.08466370957250485,0.07138545862512732,0.04430440266816275,0
0.14126088334224465,0.21479630809302364,0.23461521605797264,0.24728628074615827,0.08333376955678669,0.07070473837492737,0.04306435793172024,0
0.10604559386232659,0.17088974377400415,0.19159443449435806,0.21256100190523752,0.06904679845552639,0.05696372692105858,0.03789497715699626,0
0.06665919121345965,0.10066584238064613,0.1086491205976008,0.10609101648031234,0.03594358018552969,0.02724231072685995,0.01974062140597599,0
0.06411816081835929,0.09002925298083088,0.0999371300143037,0.09538760546282975,0.026861036264499226,0.02026228880722354,0.016834351938758957,0
0.09574760375107975,0.15547550652174774,0.17369357264407886,0.18348596373877551,0.06239137019572858,0.048650716460239746,0.03386027553266895,0
0.14191391899984476,0.21504256961156504,0.23397943127364057,0.25027444056284,0.07917950523207129,0.06430045827624466,0.03996881698777205,0
0.16027349464387108,0.23349286129496513,0.25684920290308405,0.2616469881862154,0.0838941188041735,0.07089991490885067,0.04859445528609207,0
0.16999896239559034,0.24291937169486685,0.2663700910187379,0.2715733214714249,0.0851940011307661,0.07229716842121306,0.049167781526730264,0
0.17144411150337982,0.24802745972572113,0.27086936426943353,0.27571802638000303,0.08785974612094216,0.0740208534569964,0.04872580634591027,0
0.17684592924868098,0.2514989164384433,0.27036792004382076,0.2519683418465666,0.08340111427222291,0.06675062215741305,0.03725819857294754,0
0.12524543006953362,0.16037070803742687,0.12498758349712998,0.07156952111204413,0.03726928119091992,0.03464900479718134,0.04554756324438507,0
0.11160690011546459,0.1376113276289654,0.11311043818768339,0.09554924282965327,0.029240680291318235,0.017618730918386304,0.05697016700776192,0
0.1325977204995829,0.1767669536657298,0.182532421235217,0.1859807658270472,0.056228647297759705,0.041211447677755926,0.05770247046766159,0
0.13106002352057294,0.18063619055242583,0.18751317860134817,0.19544778110553593,0.062374446594964626,0.04726315217920419,0.05850769369598292,0
0.1339079140661173,0.1854148508203941,0.19204017524640202,0.20393673923615427,0.06671372336164423,0.05380012481026054,0.05726739030728122,0
0.13530595506984006,0.18623358129641152,0.18974809559494651,0.19652933246882992,0.06933465781936698,0.05675620617448332,0.05893677831207694,0
0.13674726723362912,0.18505695490984167,0.18789138749501177,0.19333197650957765,0.06810338335809461,0.05526193020775844,0.05678433111793301,0
0.1342842215878826,0.17970162078448534,0.18153567023139758,0.1870854852577843,0.06148153500963123,0.04691008009776763,0.052381359408108306,0
0.11489962266646059,0.14067070216354313,0.13669998609853415,0.10049159832688434,0.026964091645517198,0.022989349159005155,0.019490288850565876,0
0.14142950420409375,0.1773042800912482,0.1843889377902271,0.16004669674944483,0.04365692962875291,0.03269138703508106,0.031238509056133842,0
0.10767381279098963,0.16311360039922296,0.1783248175050032,0.17804857263607338,0.06255600193998714,0.04738071792862555,0.03877665645963316,0
0.09320953427486428,0.15706634100425865,0.1684166801126488,0.16353401388004676,0.06875086539469114,0.051655466383720504,0.025564287603490006,0
0.08223766283525084,0.14442810693011313,0.15972286708488578,0.16638812121947108,0.06720825493520582,0.05349713728300649,0.030094861063671915,0
0.07388692557813448,0.12960274836252483,0.14806504487040317,0.15664568464390163,0.06312449868132577,0.0525115002117477,0.03518725326073671,0
0.052854956021784104,0.10071211814804588,0.12292165508369414,0.13120343393507083,0.0505020335094573,0.04247785156008288,0.034061648941246664,0
0.0473909375462845,0.09180999209529328,0.11692670478789689,0.12846244480728602,0.048006345774411964,0.0389360935657397,0.03539549685287991,0
0.048063406754117646,0.0995397536762128,0.12199253856588772,0.13286881953119226,0.05230725717186216,0.04312566688796193,0.03137259604646306,0
0.03407182225886975,0.06881610523886533,0.08616686536148074,0.1116301784943595,0.03510280884768061,0.0384973044615683,0.0259924278759599,0
0.025694905231779027,0.06011356604426301,0.0823913808321411,0.10836264576264698,0.03480582509687501,0.03915003395913144,0.02595121258850239,0
0.029105522301976865,0.05147810655718326,0.0787530005763129,0.10755861007383882,0.0311100823293198,0.04086068196592442,0.028267255778234857,0
0.028677695906391264,0.048848427659694604,0.06772207841307361,0.09505353103445405,0.0281419625536024,0.03922392519600021,0.023387649100870152,0
0.026303753534245123,0.04176654840213733,0.05851705466974381,0.08661109607512037,0.02762850199167328,0.03988198413386891,0.02207583796580459,0
0.029416576896483446,0.0400001462820473,0.05705365082164538,0.07777931454225072,0.025679292561090583,0.036249468229325364,0.02528146397464802,0
0.019592218449750454,0.04121896936573926,0.06025232428662876,0.07942394250904451,0.023129718299473672,0.04510791542437514,0.023515030530116905,0
0.020854879487561782,0.043138278182882746,0.06185365617420793,0.08032436768154376,0.023309184464421456,0.04523371074395735,0.02151798138173614,0
0.022624683562744684,0.04548759455569922,0.06526491145999999,0.08228160793432175,0.024528067633509957,0.04496848576759209,0.021223313522709102,0
0.022603511733671183,0.03446137742983109,0.05368167975456886,0.07430925650304825,0.023678262208035726,0.040105885488337455,0.025787290555799543,0
0.03068783159386247,0.04183403566428834,0.0558943144059279,0.07638005864089274,0.018178927293878707,0.03399993518648818,0.024081334904637194,0
0.032061758670431546,0.043649992429057614,0.056874449347898016,0.07642147201368472,0.01917584034805675,0.03289748057525534,0.022941200558543335,0
0.030475176141580004,0.04322414967620369,0.05569942649165682,0.07554385922019456,0.01963928989285533,0.03028267013554087,0.022633355023684663,0
0.030871587387706356,0.04453054610753402,0.05815910089035559,0.07750269331838108,0.02032253238719419,0.028901497614082013,0.023561774112237293,0
0.032380467405200154,0.04366139344791777,0.05830031496059227,0.07743926899297639,0.020548699272670206,0.03263977051045037,0.0242134998479313,0
0.06163143243909044,0.09367755479463766,0.08804437103932873,0.09445778570034269,0.0335952377510049,0.046854333563496775,0.031406619581809396,0
0.1140723769304278,0.174807702141227,0.18481833540527895,0.17988484495315665,0.064124968227961,0.05468511073764694,0.02316701012548763,0
0.1285972113767602,0.19587108082559934,0.21192797596554894,0.2140100849910027,0.07253402296324898,0.05923857935277542,0.031984274381583445,0
0.13082311826789017,0.19592888520868004,0.21391196856180597,0.21921725816369014,0.07156689903050162,0.060107577456243295,0.03381148801166929,0
0.13033622896688074,0.1949886356165043,0.21468286784315463,0.22291218441294816,0.07142655176818483,0.06169009191166424,0.0358943050621757,0
0.12997307051385235,0.19750221866971335,0.2140515962346968,0.22389754467255787,0.07371800074161387,0.0620103082709698,0.036218856511555805,0
0.12972547533004644,0.19749103941239865,0.2138740626334163,0.22605784444528532,0.07393375855128492,0.061888636787265874,0.035962433800884826,0
0.12579705158431995,0.19342297836635047,0.21138623842595305,0.22329107761367617,0.07363880428558199,0.06265034360137312,0.03652523903659007,0
0.12747543542402456,0.19180361298202525,0.21029916554508463,0.22280220692930486,0.07051140384680625,0.0603069116551676,0.03640673599573185,0
0.1214717612994964,0.18679368593317774,0.20418897630654387,0.21915726879886996,0.06953801468375834,0.058638204866431225,0.03300602120633614,0
0.12072608942988472,0.18639817290831734,0.2028355404748347,0.21967136892589958,0.06973545059382182,0.05837372625828107,0.033460974484160445,0
0.02367319822219208,0.11771630684467886,0.13837799211774712,0.16220431489427664,0.09452535432629867,0.07636175548124903,0.03480075239800876,1
0.02407087753668491,0.11803871525538195,0.13864639690607466,0.16214499319940337,0.09430229481377345,0.07623679077698403,0.03474736912567537,1
0.025705514998367436,0.11860514498611868,0.1384077948504715,0.16157726764593963,0.09361587111046869,0.0753330649357936,0.03491980568180387,1
0.023406308561064678,0.11565533723547501,0.134333047751484,0.15788749517502404,0.09345640106829214,0.07512940159203209,0.033277450095276634,1
0.023471207367661204,0.12037513620268325,0.14890154864544608,0.1588959655198826,0.09831992212669931,0.0779882042336916,0.04247485928973338,1
0.02621042160505797,0.12105769541387966,0.14661268043701675,0.15407234912765258,0.09688492175544282,0.07665005676573541,0.03778489469281339,1
0.02770364785046323,0.11873825745373758,0.13941886079195287,0.1502025987672092,0.09266746224493667,0.07269799952779392,0.0349951979454583,1
0.023908913729370977,0.12067261693521193,0.1350862135871915,0.1439976294458494,0.09753023157205558,0.07525606241512682,0.030278174619588216,1
0.030036357489233508,0.1287302017790602,0.13661331471195334,0.1524168370366966,0.10341306069658866,0.07917473714165801,0.03625641117335923,1
0.0290964637896473,0.1327311835600234,0.14245916729748265,0.15388456235404072,0.10740108032162955,0.08383391823247874,0.035662436391400536,1
0.02843675273907522,0.13012993616249183,0.14428008810300824,0.15360919625476613,0.10728629255872703,0.08632859669383657,0.039325059752491086,1
0.023102082713269956,0.12613317445297562,0.14459831350092425,0.15540998909573883,0.1056953054911057,0.0860875613280113,0.03924076478693323,1
0.03145179176643294,0.1259009295775288,0.14228235918484194,0.15663213139174487,0.10101616729043655,0.08277385847211195,0.04103408756137906,1
0.031122669705032288,0.11362353366861212,0.1288527036708679,0.1520169048456243,0.08588104343123999,0.06995108313392026,0.033792630165443184,1
0.022396214753473052,0.1052025179659385,0.12183708772204285,0.14689332884286013,0.08457333498179549,0.06875319951086405,0.03333855833938607,1
0.020008281749010603,0.10024628143619423,0.11988415660261688,0.14697180875377772,0.08410136837920709,0.06703008866597014,0.03590241536243563,1
0.01822027299627887,0.09733163908693294,0.12016669917834287,0.14852523239931614,0.08071038164796857,0.06336616348046815,0.03711901824351046,1
0.017698075669493024,0.09612279303212681,0.114223769992018,0.14251270151106996,0.07944796133261987,0.06095430077612305,0.033801988265966566,1
0.025057101656408877,0.11711036961211695,0.1285123223076066,0.14690905128639528,0.09719147812862024,0.075292974967588,0.032831339083446466,1
0.022577291401024692,0.12069317733491487,0.1312141171554107,0.14600263695790242,0.09844006653261801,0.0783864929700969,0.03163439543680226,1
0.022237740874257107,0.12032922078643549,0.13001732004425076,0.14573811630817224,0.09836851995503941,0.07759356474756646,0.03255599555132149,1
0.018986079354984454,0.12063900044508705,0.14144875840256382,0.154507253143177,0.10209602320639628,0.08062948344689694,0.03960618096210529,1
0.019945787594035643,0.11895286612712029,0.1421229770944805,0.1535409319757793,0.10264708834830889,0.07963109489051996,0.042327597385489274,1
0.034221666980251905,0.11577017195326443,0.12846667977031928,0.13174378827389477,0.094015940881274,0.07316408368971494,0.033718608188134366,1
0.023900157110269844,0.10032319115918388,0.11000979420932872,0.11631056482706775,0.07881515993349497,0.05923748932643468,0.026843954122024328,1
0.03722843044989068,0.09104714647635898,0.08675081492893194,0.09560083142213566,0.0746988102429959,0.05783905812602758,0.037129959704653416,1
0.021767600333566867,0.09137316865016616,0.09404541225031765,0.12032158455164775,0.07273479245371378,0.0612877483970393,0.031187703810354215,1
0.02389682580534727,0.11251894388093515,0.1312520260878811,0.15061577250771258,0.09180131590005355,0.07555478141288453,0.03587060729603112,1
0.020772661609789543,0.1287684777045191,0.13735772542352268,0.15093302271527734,0.11160905095611774,0.08954646594351577,0.03205326122362259,1
0.024132386184820283,0.12261264637715112,0.13308061889599257,0.15805946751050917,0.09885013034042599,0.08272813755379231,0.035932668507346464,1
0.028741105840973693,0.11505992780652104,0.12233557049205158,0.13252788563926024,0.08641220392250609,0.07131598402668618,0.025896279573408797,1
0.0255921624042877,0.09919257246476214,0.08381524957160819,0.0921684378734757,0.07487460688531326,0.06767734422394944,0.056010885713045785,1
0.02033452398597602,0.10187279439798472,0.10786556319378507,0.11665204640764554,0.08495393110319824,0.06926632702943723,0.03212989933859647,1
0.01787157726509411,0.10578621779443963,0.12982084590045637,0.15272247048982374,0.08894866398942017,0.07166099045231464,0.040014365506775715,1
0.022100555605411222,0.11332789352930428,0.12498645281295544,0.11266369733982594,0.09174149874569892,0.07084354704613527,0.022565356725920655,1
0.030620291926985413,0.10957947139050458,0.11779966812300605,0.11359159724613888,0.08374589547987071,0.06383058972347977,0.03130894362321849,1
0.020581093338108588,0.08830312927414197,0.07193176243101175,0.08372701213302867,0.06866749464635004,0.06935109794769326,0.052913230699815066,1
0.026551148504708695,0.07939833416421731,0.09604229785684176,0.12288541766809333,0.053450654628879865,0.058459345323911706,0.02428871353224807,1
0.017984039353087615,0.10326469683900098,0.12414481075940424,0.1342060035681852,0.08672758496775738,0.07811570966033518,0.03486083817105269,1
0.03560796449531667,0.1262198863195241,0.09431839557684259,0.04492954652305806,0.09719480843404978,0.07801060720822581,0.048779708883218496,1
0.016887533800895867,0.07574457034055718,0.06301477233449596,0.06655004688902788,0.05996506826198816,0.0679389467716471,0.0482348765522464,1
0.026979755408726748,0.07571625917735214,0.08465398566046983,0.1096387050423394,0.04929950149598744,0.05738267565136351,0.026106349192025827,1
0.03360098462609183,0.11929031753990169,0.12085128804939646,0.1353655183016557,0.08887508720610153,0.06778845484871292,0.030496505518093554,1
0.023395309269223175,0.11581738978536783,0.13299646908216103,0.13127929497335608,0.09341442737286992,0.07413085941816738,0.027705960431884422,1
0.028986761217261372,0.10816928310718467,0.11959195299001146,0.07103434852532081,0.0866666013226421,0.07619120101741655,0.032049415994658124,1
0.022177188415026687,0.1201139959000836,0.11821630226107996,0.13960335883420216,0.09816195802811066,0.07893542761526737,0.022761642075945797,1
0.026902497599027606,0.1228230388727331,0.12679803660439012,0.15318516969997592,0.09690504866416193,0.07402994115664763,0.030373242379596866,1
0.023523482726215177,0.12234508506548597,0.13573738495484702,0.1619549184887175,0.0991064329853149,0.0783690847941935,0.03415223334180903,1
0.024015706211966477,0.1293001317550027,0.15460011177562336,0.16135112669086807,0.105526172707783,0.08499195982190834,0.03639154900693833,1
0.020600991442416592,0.1305299684710271,0.1562806218199807,0.1628651328125905,0.1110844582334116,0.08869373737470403,0.03988651209594897,1
0.02302786877593925,0.12491893383556646,0.14378937081526555,0.15953031266706186,0.10507538810976065,0.08380097637949216,0.03534031948491467,1
0.022216392324725262,0.12317028054527732,0.14122136554314657,0.15526183205670133,0.1037566974640072,0.08239337821844238,0.03405058935709704,1
0.02255558029628878,0.10594728034700383,0.12651221466348353,0.13796884264248716,0.08359291263133034,0.06620175790407268,0.03134762069747929,1
0.018275646221550163,0.10092939027019666,0.10440252913522355,0.10258723767830633,0.08368918219013693,0.06705786040346212,0.026899546566032186,1
0.019810263841236297,0.10078677010658772,0.10673767520073148,0.09826707864772283,0.08327104086079316,0.06656930221327285,0.022946545477967727,1
0.026169588729472774,0.10293413474912988,0.11656182029023711,0.13489109097742336,0.08173776382584319,0.06363269069480303,0.031290705827281586,1
0.019215454997978804,0.09747122324723827,0.11957111260391372,0.14327059450645538,0.08225768291520369,0.0641094737562641,0.03555708997319883,1
0.018129786291354717,0.09744078637761484,0.1202584118806937,0.1338337664934523,0.08169812892917168,0.0639136407626292,0.033149527315479856,1
0.01954010646861588,0.10705553724360263,0.1270474019242603,0.15029101881067122,0.08766210642413823,0.06769905349861433,0.03317121782119885,1
0.022267372288034666,0.11429382174248037,0.132617102898147,0.15905848383736937,0.09416223844712807,0.07399653520138826,0.03569750119331384,1
0.022857218551261965,0.12848429864581778,0.14449711320735747,0.1708401727015652,0.10622259851497733,0.08411166293787148,0.0348654244938816,1
0.028314197539979276,0.13854355765518608,0.15106747232769657,0.17224228441739756,0.11201751295203019,0.0864790935005407,0.033844921684418154,1
0.025182071369098526,0.14351862728258705,0.15465063318347644,0.17298389273081202,0.11935546137031458,0.09305605662052757,0.034082588888031486,1
0.028120131812206635,0.14396097268033944,0.16263671022289966,0.18100204907336706,0.11618168409861256,0.09159399358040433,0.03728925911895665,1
0.020180817876602804,0.14798493080722872,0.17089001928077407,0.15097117340258512,0.13112336100093389,0.10423930297904772,0.03564996450387642,1
0.025382504813759754,0.1556469702417446,0.17833051711680056,0.1467526257058456,0.13158298244072555,0.1029213075975358,0.0369923538562294,1
0.025751317309126026,0.15318959067547908,0.17471239305526734,0.17019189347049285,0.12866645655926318,0.10797923851508538,0.041728165827825514,1
0.025559056246722694,0.12350064082777858,0.13090718051177938,0.14504714319979564,0.10229881672746327,0.10896975683290375,0.04424798964119134,1
0.035173669086801994,0.19169132644390321,0.20260930545237124,0.19047128438591657,0.15792523212527962,0.13116631847125548,0.043349532131401226,1
0.02888281419299394,0.23853749870238408,0.2543271890750318,0.22719780765727512,0.2117318936919649,0.16981781910317775,0.04478673816404142,1
0.032625920433158304,0.2304944524025743,0.23952072736123275,0.21967949713461962,0.20193466400448923,0.1708116506728754,0.04398232258874808,1
0.03817891035865069,0.21561339628975715,0.2311965041262686,0.22102055971518955,0.18272193451228697,0.16764758966036086,0.05011074696280217,1
0.03292994614734175,0.23475707202909876,0.2532918616171605,0.25281094936168186,0.20618587508810687,0.17771372757207668,0.04878896041120732,1
0.03903064131918803,0.25534214649649345,0.27748822091847924,0.27126704890687087,0.22255358393989455,0.1858955590157004,0.050105662835496424,1
0.04539185246837817,0.24907744429509662,0.2569447328899428,0.25699630201563206,0.20581029700784853,0.17300122875323642,0.045335706944665766,1
0.03473122781767643,0.23361463933290802,0.20358136854485975,0.1989158409412584,0.20076444614992056,0.18219769313707798,0.07668261043455786,1
0.04087062449468737,0.27648217072315695,0.2768816506457841,0.24088457993207557,0.23779818390899415,0.19001090433117082,0.03424901960283488,1
0.03534737459118302,0.2685045194950991,0.2757029321527071,0.2457829492738183,0.23615836461412912,0.19035950082017145,0.03503114380954018,1
0.040685608117163444,0.23525704457423702,0.23622572054738455,0.22194737970286,0.19573689192740773,0.16070002009114034,0.04405973103585518,1
0.0405332396043944,0.178081921947897,0.16467144839085815,0.18018807013806054,0.13801385292122564,0.14610292728369187,0.07100723697911403,1
0.04422107069585381,0.21273439151460466,0.21900082243927063,0.21939499497804818,0.16874554123412933,0.14836040312877957,0.04636330430769444,1
0.045771987924348556,0.2380285935627171,0.26081595684558173,0.2567829776017535,0.1925275468332964,0.15862986472699317,0.05199601237175359,1
