THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_z,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,INDEX_FINGER_TIP_z,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,MIDDLE_FINGER_TIP_z,RING_FINGER_TIP_x,RING_FINGER_TIP_y,RING_FINGER_TIP_z,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_z,WRIST_x,WRIST_y,WRIST_z,gesture_class
0.5590687990188599,0.7595983147621155,-0.06837976723909378,0.533078134059906,0.4823368787765503,-0.06740511208772659,0.45858171582221985,0.37062591314315796,-0.06086920574307442,0.395229697227478,0.364048570394516,-0.06047849729657173,0.3103681802749634,0.4112415015697479,-0.054889023303985596,0.24784564971923828,0.8887566328048706,6.761126769561088e-07,0
0.5551210045814514,0.7464885711669922,-0.0646914392709732,0.5328229069709778,0.48031747341156006,-0.06932958215475082,0.4605658948421478,0.36939433217048645,-0.06364905834197998,0.39872923493385315,0.36471739411354065,-0.06442024558782578,0.3112441301345825,0.4127331078052521,-0.05940723046660423,0.24950402975082397,0.8893932700157166,6.520605779769539e-07,0
0.5459995269775391,0.7366970777511597,-0.06347451359033585,0.5216692686080933,0.4693076014518738,-0.06920650601387024,0.44943225383758545,0.36506375670433044,-0.06342795491218567,0.384956032037735,0.36057913303375244,-0.06207649037241936,0.3003273606300354,0.4117605984210968,-0.05649781599640846,0.24025613069534302,0.8824290633201599,6.451547278629732e-07,0
0.5283428430557251,0.7144899964332581,-0.06653672456741333,0.5058075189590454,0.46210822463035583,-0.06662299484014511,0.43452978134155273,0.3538684844970703,-0.062314409762620926,0.37030014395713806,0.34719157218933105,-0.06299110502004623,0.28536903858184814,0.40088990330696106,-0.05746138468384743,0.2336474508047104,0.8728036880493164,6.625879223065567e-07,0
0.5302520990371704,0.7036720514297485,-0.08154192566871643,0.5010815858840942,0.45981064438819885,-0.0817229226231575,0.42949315905570984,0.3530862033367157,-0.0707339197397232,0.36924833059310913,0.346849262714386,-0.06634332239627838,0.2835621237754822,0.39751794934272766,-0.05866353586316109,0.23281115293502808,0.8605337142944336,6.659726068392047e-07,0
0.5208731293678284,0.6907235383987427,-0.06876804679632187,0.4916864037513733,0.4540937542915344,-0.0719890221953392,0.4201028347015381,0.3497163653373718,-0.06515996158123016,0.3607020080089569,0.3467285931110382,-0.06344974786043167,0.27596256136894226,0.3932309150695801,-0.05692078173160553,0.22625026106834412,0.8519691228866577,6.296782544268353e-07,0
0.5217556953430176,0.6895872354507446,-0.06728728115558624,0.4926685690879822,0.45599251985549927,-0.07336824387311935,0.4167112410068512,0.34692883491516113,-0.06557296961545944,0.3619474172592163,0.3410473167896271,-0.06447423994541168,0.27493345737457275,0.39275887608528137,-0.05809619277715683,0.22871527075767517,0.8537612557411194,6.147013777990651e-07,0
0.5218846797943115,0.7216500639915466,-0.07094931602478027,0.5106145143508911,0.4696454405784607,-0.07166684418916702,0.4501071572303772,0.361334890127182,-0.06402666866779327,0.3867952823638916,0.35027754306793213,-0.061819516122341156,0.30228304862976074,0.3921217918395996,-0.05571993812918663,0.22829779982566833,0.8506391644477844,6.490238888545719e-07,0
0.5242540836334229,0.77229905128479,-0.07103224843740463,0.5264877080917358,0.5002612471580505,-0.07300245016813278,0.4713723957538605,0.3764832317829132,-0.06631670147180557,0.4047701358795166,0.35841622948646545,-0.06752655655145645,0.3124721646308899,0.3920884132385254,-0.06021019443869591,0.21722590923309326,0.8510552644729614,7.195483249233803e-07,0
0.5240662693977356,0.7628419995307922,-0.06819342076778412,0.5222514271736145,0.492992103099823,-0.07107178121805191,0.4632548689842224,0.3764782249927521,-0.06762513518333435,0.39694860577583313,0.3593917191028595,-0.06838518381118774,0.3083377480506897,0.39753010869026184,-0.06297333538532257,0.21816155314445496,0.8573532700538635,6.658335109932523e-07,0
0.5219110250473022,0.7086097002029419,-0.0789678618311882,0.4964931607246399,0.45623043179512024,-0.07883763313293457,0.41783198714256287,0.35232293605804443,-0.0736706480383873,0.35026222467422485,0.34766408801078796,-0.07178284227848053,0.26384902000427246,0.40312591195106506,-0.06703122705221176,0.2270406186580658,0.8741389513015747,6.467663524745149e-07,0
0.513771653175354,0.6752797961235046,-0.07414717227220535,0.47614946961402893,0.42552003264427185,-0.08204889297485352,0.3856562077999115,0.32935529947280884,-0.07651907950639725,0.3188149929046631,0.3444755971431732,-0.07231055945158005,0.23698553442955017,0.40943682193756104,-0.06797252595424652,0.23549149930477142,0.8770707845687866,5.901527515561611e-07,0
0.5130460858345032,0.6458480358123779,-0.06835482269525528,0.45385485887527466,0.4023839831352234,-0.08062587678432465,0.36703988909721375,0.2974967062473297,-0.07519690692424774,0.2907814383506775,0.32969915866851807,-0.0733753889799118,0.21483610570430756,0.4070083796977997,-0.06925684958696365,0.23880161345005035,0.8721978068351746,6.338342473100056e-07,0
0.5204595923423767,0.6831536293029785,-0.08378475159406662,0.4922395944595337,0.44618937373161316,-0.08509287238121033,0.4202216863632202,0.351576030254364,-0.07387521117925644,0.36700332164764404,0.34244856238365173,-0.07112405449151993,0.2781459391117096,0.40755146741867065,-0.06106649339199066,0.2399689108133316,0.8759546875953674,5.914049552302458e-07,0
0.5231293439865112,0.6794101595878601,-0.07259658724069595,0.5001907348632812,0.45360296964645386,-0.07144194841384888,0.43454092741012573,0.36337950825691223,-0.0630139410495758,0.37369921803474426,0.3547136187553406,-0.062296293675899506,0.28522932529449463,0.4121863543987274,-0.05818628892302513,0.2410074770450592,0.8746333122253418,6.316335543488094e-07,0
0.5224988460540771,0.6774365305900574,-0.0664064958691597,0.5036426186561584,0.45374900102615356,-0.07024242728948593,0.44139185547828674,0.36544492840766907,-0.06658349931240082,0.3841724991798401,0.3588583767414093,-0.06619199365377426,0.2955668270587921,0.41352033615112305,-0.06190541014075279,0.2412128746509552,0.875328004360199,6.278801834014303e-07,0
0.5092985033988953,0.6525778770446777,-0.059594862163066864,0.5027399063110352,0.4494859576225281,-0.07044953852891922,0.4469311833381653,0.3670441210269928,-0.06476699560880661,0.38654619455337524,0.36285075545310974,-0.06409583240747452,0.2981049418449402,0.41520264744758606,-0.0607951357960701,0.24154412746429443,0.8789321184158325,5.933783313594176e-07,0
0.4935358166694641,0.6334934234619141,-0.03859807923436165,0.5000211000442505,0.4473113417625427,-0.05590366572141647,0.44647157192230225,0.36527007818222046,-0.05235617607831955,0.3871074318885803,0.3608756959438324,-0.054870590567588806,0.3035553991794586,0.4143138527870178,-0.05273744463920593,0.24392177164554596,0.8821731805801392,5.311805466590158e-07,0
0.4861624240875244,0.6364007592201233,-0.03178953006863594,0.49885666370391846,0.4473564028739929,-0.04964819923043251,0.4443052113056183,0.3662059009075165,-0.04514700919389725,0.3860151469707489,0.35976943373680115,-0.04822596162557602,0.30469685792922974,0.41446733474731445,-0.04463335871696472,0.24179533123970032,0.8825169801712036,5.202127795200795e-07,0
0.4875924587249756,0.6399267911911011,-0.04022248089313507,0.5010360479354858,0.44825559854507446,-0.05794390290975571,0.442190945148468,0.3657013773918152,-0.052140384912490845,0.38344722986221313,0.3618273437023163,-0.05284633859992027,0.3043432831764221,0.41475486755371094,-0.049462974071502686,0.24051648378372192,0.8828312158584595,5.163274181541055e-07,0
0.4871237277984619,0.6372982263565063,-0.035691265016794205,0.5034472942352295,0.4525142312049866,-0.05348125845193863,0.44317981600761414,0.3649084270000458,-0.04984826594591141,0.38377103209495544,0.3587685227394104,-0.05274009704589844,0.3035896122455597,0.41647911071777344,-0.04992222785949707,0.24362584948539734,0.8841689825057983,5.293127856020874e-07,0
0.49112802743911743,0.6382384896278381,-0.035950157791376114,0.504968523979187,0.4523414969444275,-0.05255371704697609,0.4427315890789032,0.36430811882019043,-0.048305679112672806,0.3827674984931946,0.3600331246852875,-0.050211548805236816,0.30234473943710327,0.4150390923023224,-0.04686916992068291,0.2412443459033966,0.8830790519714355,5.43536032182601e-07,0
0.48660194873809814,0.6463372111320496,-0.035262331366539,0.505061149597168,0.45349758863449097,-0.05415041744709015,0.44894877076148987,0.37254205346107483,-0.050740987062454224,0.390994131565094,0.36815011501312256,-0.05341648682951927,0.3140369951725006,0.42333829402923584,-0.05015168711543083,0.2413756251335144,0.8860355615615845,5.223632797424216e-07,0
0.48911547660827637,0.6337941288948059,-0.03803931549191475,0.5040723085403442,0.4570991098880768,-0.052653975784778595,0.44948139786720276,0.3748953342437744,-0.04839791730046272,0.3911895751953125,0.3691386282444,-0.04996754601597786,0.3204171061515808,0.42254307866096497,-0.046964045614004135,0.24143482744693756,0.884535014629364,5.199059387450689e-07,0
0.4907267689704895,0.6332824230194092,-0.03327060490846634,0.49612367153167725,0.45137476921081543,-0.048008691519498825,0.4481852054595947,0.3729151785373688,-0.04525049403309822,0.39171403646469116,0.36596041917800903,-0.04841342195868492,0.32409122586250305,0.42530399560928345,-0.045632168650627136,0.2435016632080078,0.8844301104545593,5.035133767705702e-07,0
0.4887809157371521,0.6273936033248901,-0.03430170565843582,0.49281567335128784,0.4507116675376892,-0.04908880963921547,0.44469186663627625,0.371808260679245,-0.04498252272605896,0.39276301860809326,0.3669596016407013,-0.04713347554206848,0.3273393213748932,0.42469727993011475,-0.04393494501709938,0.24631841480731964,0.8825526833534241,4.708589358415338e-07,0
0.48857060074806213,0.6299626231193542,-0.0352894552052021,0.4876267910003662,0.448857843875885,-0.05352761596441269,0.44072383642196655,0.3682222068309784,-0.05269067361950874,0.39140912890434265,0.3660705089569092,-0.055192600935697556,0.327460914850235,0.4318352937698364,-0.05342233180999756,0.24881096184253693,0.8865453004837036,4.6268598907772684e-07,0
