normalized_area,convexity,finger_count,defect_distance_0,defect_distance_1,defect_distance_2,defect_distance_3,defect_distance_4,aspect_ratio,orientation,gesture_class
0.2574951171875,0.6984305675120853,6,0.2994187076653695,0.298961745044412,0.2985485722625382,0.2842231737561172,0.2811944389563919,0.829736211031175,0.010971894529130723,0
0.26067220052083334,0.7112019965185264,7,0.29950479962765203,0.2986558429028302,0.2850027412148873,0.2811944389563919,0.27300412084801945,0.8373205741626795,0.00739030639330546,0
0.2637858072916667,0.7097780055093523,7,0.3020890804051017,0.30127333934485473,0.28739400219907163,0.28699412014882814,0.2762613119855909,0.8305489260143198,0.018104973104265003,0
0.26078938802083335,0.7034220866167659,6,0.30150922456866885,0.30058536641027617,0.30001041648582805,0.28658822812530177,0.2542298418754179,0.8388625592417062,0.03666414154900445,0
0.2628531901041667,0.6993694731463117,5,0.30125,0.28739400219907163,0.28631822331105644,0.2766992952647332,0.25577394804788073,0.8720379146919431,0.04837462107340495,0
0.26287434895833334,0.6926527601468419,4,0.3027581543080219,0.30251033040212033,0.27573198037224483,0.2721500045930553,0.2602702921964011,0.8875878220140515,0.06138327916463216,0
0.263876953125,0.7070691211681124,4,0.3025645592266219,0.3025025826336033,0.3017578706512889,0.28853346859593254,0.2742860049291615,0.8651162790697674,0.06399132940504286,0
0.2641845703125,0.7046695782792544,5,0.28924740707567287,0.2769702150051518,0.2763970197017327,0.26140545614045624,0.2576941016011038,0.8644859813084113,0.05085542466905382,0
0.2648095703125,0.6985248027202706,5,0.3051254864805626,0.3050102457295492,0.2907022746729031,0.27933235133081163,0.2789181107422033,0.8665105386416861,0.03988456196255154,0
0.258935546875,0.6870476256283577,5,0.30300577552251373,0.30127333934485473,0.2895308705475117,0.2783040154219842,0.2776154039314101,0.8782201405152225,0.056287124421861436,0
0.2597298177083333,0.6796453091194058,4,0.30375,0.3032454657534058,0.29158242831144676,0.2689853620552613,0.26877616151734884,0.8808411214953271,0.03474491967095269,0
0.2597298177083333,0.6796453091194058,4,0.30375,0.3032454657534058,0.29158242831144676,0.2689853620552613,0.26877616151734884,0.8808411214953271,0.03474491967095269,0
0.26299153645833334,0.675078231733047,5,0.3070754182607263,0.3062602039116411,0.29436372059070054,0.28217902119044924,0.2712615204926788,0.892271662763466,0.03957509994506836,0
0.2624381510416667,0.6830551554689486,5,0.3056550343115585,0.3051638903933426,0.30488214936266766,0.29158242831144676,0.2906135750442501,0.8894117647058823,0.05983341534932454,0
0.2629638671875,0.6881695240123522,5,0.30488214936266766,0.3037602878916202,0.2899703648651013,0.27589909840374616,0.2664377272459739,0.8841607565011821,0.05066481166415744,0
0.25800455729166666,0.6831170734019677,4,0.3017578706512889,0.3012525933498333,0.2874048755675519,0.28631822331105644,0.28485193522249413,0.8817966903073287,0.06904566023084853,0
0.25988118489583334,0.6937180395104424,4,0.3005099831952343,0.30006509710394513,0.2867517436738616,0.2758452917850874,0.27551372470350727,0.8859857482185273,0.05130844116210938,0
0.2613118489583333,0.6883025015540931,4,0.30353129986872857,0.2907022746729031,0.2896981187374195,0.27093587802282665,0.27000289350301415,0.8954869358669834,0.043280026647779676,0
0.25619140625,0.6859369076100457,4,0.3013148270497156,0.2850438562747845,0.2776829351976819,0.26375296206867516,0.2632786071825814,0.8705882352941177,0.04746450318230523,0
0.2584456380208333,0.6981178529190646,5,0.260768096208106,0.260147193911447,0.260027041862957,0.25940436580751686,0.2591150806109131,0.8551401869158879,0.011571786138746473,0
0.2593684895833333,0.6933767284815469,5,0.30308053797629436,0.27876961814372814,0.25620426421119535,0.25272576540590397,0.24890384689674847,0.8508158508158508,0.02570294009314643,0
0.2657112630208333,0.6851309383918079,6,0.3080711159781131,0.3075101624336991,0.3062729583231272,0.29379255010976707,0.2835296501249913,0.851508120649652,0.014173376560211181,0
0.2662125651041667,0.6966327069526551,5,0.3075,0.2828012774016411,0.26382404173994456,0.26269040713356856,0.2576486221581633,0.8475750577367206,0.9916481018066406,0
0.26579915364583334,0.6834644680672972,7,0.30780726518391344,0.2929510411314491,0.2837389865704042,0.26279745052035797,0.26274096083405035,0.847926267281106,0.031134197447035047,0
0.26232259114583334,0.6904645623414901,5,0.3066808194198,0.3062602039116411,0.2837389865704042,0.27083493589269464,0.26510611083111607,0.8459770114942529,0.0025892959700690374,0
0.26364583333333336,0.6908664406201352,4,0.3075406477199396,0.27101660465735306,0.2676051195324932,0.267546724891186,0.26654326571871967,0.8496583143507973,0.03133708635965983,0
0.26305989583333333,0.696859424314023,4,0.30387600267214254,0.2897655302136539,0.27956439329785904,0.2791309056697234,0.2712528801690408,0.8584474885844748,0.03561001883612739,0
0.264853515625,0.7093424700528326,4,0.30381429360713097,0.28924740707567287,0.2614502820805516,0.26063024575056515,0.2575485391144745,0.8447488584474886,0.05027723842196995,0
0.26077962239583335,0.7047663872051798,5,0.30134334653348493,0.2775450413896815,0.27294688127912364,0.25644200124004646,0.25261445425786705,0.8283752860411899,0.012924089696672228,0
0.26128743489583334,0.7086480354202624,7,0.3040610547242116,0.30377314726617954,0.28808093480825836,0.286667272286182,0.2789293145225148,0.8032036613272311,0.031680348184373645,0
0.26068196614583333,0.7117849397376187,7,0.304120144844106,0.3037911494760833,0.28019245617967664,0.2517563306056076,0.243955041964703,0.8009153318077803,0.005950854884253608,0
0.2569759114583333,0.7074474520223858,4,0.3025025826336033,0.2769702150051518,0.24490112800883546,0.24202595418673592,0.24152186753998073,0.7963386727688787,0.004022818472650316,0
0.25790852864583336,0.6965230769230769,6,0.3027091219306085,0.30252324290870614,0.2846159693341187,0.2789293145225148,0.27785450329264055,0.8137931034482758,9.30967637234264e-05,0
0.26148111979166666,0.6900767162358359,4,0.3050409808533929,0.3042536975946225,0.28782861654116326,0.28190479332569,0.2817024139051705,0.8475750577367206,0.015658361381954616,0
0.2603580729166667,0.6887370456003479,4,0.3032454657534058,0.3027091219306085,0.3025025826336033,0.28971160228751625,0.2593260495977988,0.8654292343387471,0.006592171721988254,0
0.2621142578125,0.6630285314339824,5,0.3047770701676883,0.30418436021597167,0.3026652441229419,0.28204886544710656,0.2701677719492094,0.8930232558139535,0.042433020803663464,0
0.26519856770833333,0.6380617471530834,5,0.3060228749619871,0.30522788617686947,0.299543924158044,0.29799853187557823,0.28171905331375796,0.9392523364485982,0.06151880158318414,0
0.2707926432291667,0.6398940016307442,5,0.3079696616551702,0.307146646571308,0.3065585180679212,0.3034823924052267,0.30321454862852476,0.9601873536299765,0.057216548919677736,0
0.269619140625,0.645170587318897,8,0.30686163412847817,0.3010658150637498,0.299543924158044,0.2881107642904027,0.2834221674463732,0.9487179487179487,0.03175286716885037,0
0.269619140625,0.645170587318897,8,0.30686163412847817,0.3010658150637498,0.299543924158044,0.2881107642904027,0.2834221674463732,0.9487179487179487,0.03175286716885037,0
0.26841634114583335,0.6335233602495448,4,0.30921270995869493,0.2997759580086435,0.2879805766019646,0.28235892495191295,0.2808302423173117,0.9351851851851852,0.018261146545410157,0
0.2664453125,0.6405296271950418,5,0.3064718584144391,0.29714527171065674,0.2890609797257319,0.28126944377233726,0.2806382235191778,0.9308755760368663,0.03176214959886339,0
0.26740234375,0.6411194967571744,4,0.3065967424810642,0.28936352569043666,0.2817024139051705,0.2808302423173117,0.27122695754662735,0.9328703703703703,0.02435289223988851,0
0.2663232421875,0.6527952317690567,4,0.30612752653101943,0.3053532790064649,0.30520740898608606,0.2969980008350225,0.2945600532998322,0.9187935034802784,0.024864572948879667,0
0.26952473958333334,0.658522424502716,5,0.3069863596318247,0.30561924841213783,0.2983129648540271,0.2981715110469141,0.27608875384557047,0.9162790697674419,0.024913247426350912,0
0.2704736328125,0.6577022630666571,4,0.3073729412293802,0.3064718584144391,0.29688486825704,0.2770209829597751,0.27596421869510546,0.9252336448598131,0.04624749819437663,0
0.27031901041666667,0.6454902661883645,4,0.30814972010371844,0.30726871383204635,0.298760460067928,0.29875261505131634,0.2863837023994208,0.9462616822429907,0.07764527002970377,0
0.26991373697916665,0.6464117686038036,5,0.30895489152949174,0.30875,0.299543924158044,0.2992307846796516,0.286980508920031,0.9627906976744186,0.06436625056796604,0
0.2726057942708333,0.6512191233820516,4,0.31009071253425186,0.3100226806219184,0.2973450226588634,0.28600699292150183,0.28526851386018753,0.9627039627039627,0.09515689214070638,0
0.27226399739583335,0.6640848928517551,5,0.30939709517059144,0.30876012129159425,0.2958251172568009,0.2957247453291658,0.27681503300940863,0.9437939110070258,0.10296280119154189,0
0.2696256510416667,0.7035714134030996,5,0.3055757884715345,0.2907022746729031,0.277198597579425,0.2763970197017327,0.27225906780123965,0.903755868544601,0.06454937193128797,0
0.26165201822916667,0.7664826257771675,4,0.3027091219306085,0.3026652441229419,0.2804042840257617,0.2585204295602187,0.25164769520104885,0.8089622641509434,0.9463971455891927,0
0.24937337239583332,0.825636410665402,4,0.30016662039607267,0.3,0.2994187076653695,0.2963159209357472,0.27056076027391707,0.7382075471698113,0.9538436889648437,0
0.23971354166666667,0.8678487039426777,3,0.29646353064078557,0.2955186119350184,0.2951297384202412,0.26807181873520386,0.2594344811315566,0.6777251184834123,0.9619071960449219,0
0.23444498697916666,0.8648789831098729,3,0.2964187283219466,0.2953811097548386,0.2951694428629088,0.29282300541453365,0.2704539008777651,0.6572104018912529,0.9639987521701389,0
0.23613606770833334,0.8683489148780809,2,0.29766801978042584,0.2975,0.29662950375847646,0.29646353064078557,0.29443006385218207,0.6374407582938388,0.965045166015625,0
0.236240234375,0.8666622879559581,4,0.29787791123210194,0.2975656440182569,0.29526471174185376,0.2707397274136177,0.2667219994676105,0.6342042755344418,0.9753396775987413,0
0.23333658854166667,0.8645952693982414,4,0.29656892116336125,0.2962526371190643,0.2955186119350184,0.29388029025438234,0.26807181873520386,0.669833729216152,0.9601810879177517,0
0.23578776041666666,0.8707631830449182,3,0.29787791123210194,0.2975026260388301,0.2956771888394504,0.293920163479813,0.27048856260478,0.6445497630331753,0.9637947930230035,0
0.235595703125,0.838897002573197,5,0.29669534037460044,0.29263084680190504,0.27048856260478,0.263536643562143,0.2474936867881684,0.6800947867298578,0.966717020670573,0
0.23504720052083333,0.879548084536208,3,0.2981715110469141,0.2962526371190643,0.2959544939682451,0.26904054062538607,0.2685871599686031,0.6193853427895981,0.9575141059027777,0
0.23339680989583333,0.8841584097369086,1,0.29651359580970316,0.29625,0.2955952680609079,0.2692408308559458,0.2645337880120421,0.6052009456264775,0.9653528849283854,0
0.23220052083333334,0.8664524788494592,3,0.29662950375847646,0.2962526371190643,0.2950423698386386,0.292716266203298,0.26674543107614795,0.6099290780141844,0.964705064561632,0
0.2334326171875,0.8917275468647994,3,0.29651359580970316,0.29501059303014865,0.29263084680190504,0.26792023066577114,0.26417619593748415,0.6061320754716981,0.9638719346788195,0
0.23277669270833334,0.8702885586671048,0,0.2945176140742689,0.29151811693272167,0.2683543599422227,0.26807181873520386,0.26476404589747454,0.6264775413711584,0.9694174024793837,0
0.234228515625,0.8791027544120072,2,0.2950423698386386,0.26799312024751676,0.2645308346866202,0.257963781372502,0.24434222926051896,0.6365795724465558,0.9576238844129774,0
0.23528483072916667,0.8837961434527958,2,0.2950238337829674,0.2933641082341192,0.2666722004634154,0.2633023452231294,0.26280042332538206,0.649164677804296,0.9578297085232205,0
0.2333642578125,0.8534870708128959,1,0.29407163242992346,0.29388029025438234,0.293100345445037,0.2656624973533148,0.24391660972553716,0.7040572792362768,0.9622494167751736,0
0.231298828125,0.8732119156466598,0,0.29413272939270124,0.29379255010976707,0.2656624973533148,0.26279745052035797,0.2517501241310518,0.6133651551312649,0.9759130689832899,0
